word,meaning,furigana,romaji,level
超える,"to exceed, to cross over, to cross",こえる,koeru,N2
間隔,"space, interval, SPC",かんかく,kankaku,N2
腰掛ける,to sit (down),こしかける,koshikakeru,N2
一流,"first class, top grade, foremost, top-notch",いちりゅう,ichiryū,N2
見本,sample,みほん,mihon,N2
好き好き,matter of taste,すきずき,sukizuki,N2
おじゃまします,Excuse me for disturbing you,,ojamashimasu,N2
不潔,"unclean, dirty, filthy, impure",ふけつ,fuketsu,N2
紅葉,(1) (Japanese) maple,こうよう,kōyō,N2
区域,"limits, boundary, domain, zone, sphere, territory",くいき,kuiki,N2
相撲,sumo wrestling,すもう,sumō,N2
あわただしい,"busy, hurried, confused, flurried",,awatadashii,N2
坊っちゃん,son (of others),ぼっちゃん,botchan,N2
さっさと,quickly,,sassato,N2
通貨,currency,つうか,tsūka,N2
ピンク,pink,,pinku,N2
レジャー,leisure,,rejā,N2
溜める,"to amass, to accumulate",ためる,tameru,N2
方針,"objective, plan, policy",ほうしん,hōshin,N2
モダン,modern,,modan,N2
純情,"pure heart, naivete, self-sacrificing devotion",じゅんじょう,junjō,N2
リポート,"report, paper",,ripōto,N2
特殊,"special, unique",とくしゅ,tokushu,N2
お手伝いさん,maid,おてつだいさん,otetsudaisan,N2
追い越す,"to pass (e.g. car), to outdistance, to outstrip",おいこす,oikosu,N2
枚数,the number of flat things,まいすう,maisū,N2
うんと,"a great deal, very much",,unto,N2
せっせと,,,sesseto,N2
皮肉,"cynicism, sarcasm",ひにく,hiniku,N2
積む,"to pile up, to stack",つむ,tsumu,N2
名刺,business card,めいし,meishi,N2
そうっと,,,sōtto,N2
屑,"waste, scrap",くず,kuzu,N2
自衛,self-defense,じえい,jiei,N2
サークル,"circle, sports club (i.e. at a company)",,sākuru,N2
坊さん,"Buddhist priest, monk",ぼうさん,bōsan,N2
官庁,"government office, authorities",かんちょう,kanchō,N2
うっかり,"carelessly, thoughtlessly, inadvertently",,ukkari,N2
スチュワーデス,stewardess,,suchuwādesu,N2
問答,"questions and answers, dialogue",もんどう,mondō,N2
一応,"once, tentatively, in outline, for the time being",いちおう,ichiō,N2
険しい,"inaccessible place, sharp eyes",けわしい,kewashii,N2
申請,"application, request, petition",しんせい,shinsei,N2
家屋,"house, building",かおく,kaoku,N2
すまない,sorry (phrase),,sumanai,N2
憧れる,"to long for, to yearn after, to admire",あこがれる,akogareru,N2
揉む,"to rub, to crumple (up), to wrinkle",もむ,momu,N2
こぼれる,"to overflow, to spill",,koboreru,N2
流行る,"to flourish, to thrive, to be popular, to come into fashion",はやる,hayaru,N2
以後,"after this, from now on, hereafter, thereafter",いご,igo,N2
配る,"to distribute, to deliver",くばる,kubaru,N2
撒く,"to scatter, to sprinkle, to sow",まく,maku,N2
浮かべる,"to float, to express, to look (sad, glad)",うかべる,ukaberu,N2
あげる (=やる),to do for,,ageru yaru,N2
インキ,ink,,inki,N2
編む,to knit,あむ,amu,N2
銅,copper,どう,dō,N2
超過,"excess, being more than",ちょうか,chōka,N2
調節,"regulation, adjustment, control",ちょうせつ,chōsetsu,N2
地帯,"area, zone",ちたい,chitai,N2
朗らか,"brightness, cheerfulness, melodious",ほがらか,hogaraka,N2
有無,"yes or no, existence, flag indicator (comp), presence or absence marker",うむ,umu,N2
ガム,chewing gum,,gamu,N2
プログラム,program,,puroguramu,N2
但し,"but, however, provided that",ただし,tadashi,N2
おやつ,"(1) between meal snack, afternoon refreshment",,oyatsu,N2
絞る,"to press, to wring, to squeeze",しぼる,shiboru,N2
遊園地,amusement park,ゆうえんち,yūenchi,N2
キャンパス,campus,,kyanpasu,N2
裏口,"backdoor, rear entrance",うらぐち,uraguchi,N2
あきれる,"to be amazed, to be shocked",,akireru,N2
へる,"to decrease (in size or number), to diminish, to abate",,heru,N2
幼児,"infant, baby, child",ようじ,yōji,N2
目覚し,(abbr) alarm-clock,めざまし,mezamashi,N2
方角,"direction, way, compass point",ほうがく,hōgaku,N2
信ずる,"to believe, to believe in, to place trust in",しんずる,shinzuru,N2
小便,"(col) urine, piss",しょうべん,shōben,N2
加速度,acceleration,かそくど,kasokudo,N2
登場,entry (on stage),とうじょう,tōjō,N2
近々,"nearness, before long",ちかぢか,chikajika,N2
とっくに,"long ago, already, a long time ago",,tokkuni,N2
彫る,"to carve, to engrave, to sculpture, to chisel",ほる,horu,N2
盆,"Lantern Festival, Festival of the Dead, tray",ぼん,bon,N2
目立つ,"to be conspicuous, to stand out",めだつ,medatsu,N2
煎る,"to parch, to fry",いる,iru,N2
形式,"form, formality, format, math expression",けいしき,keishiki,N2
麓,"the foot, the bottom, the base (of a mountain)",ふもと,fumoto,N2
原料,raw materials,げんりょう,genryō,N2
名字,"surname, family name",みょうじ,myōji,N2
狙う,to aim at,ねらう,nerau,N2
雑音,"noise (jarring, grating)",ざつおん,zatsuon,N2
特定,"specific, special, particular",とくてい,tokutei,N2
映る,"to be reflected, to harmonize with, to come out (photo)",うつる,utsuru,N2
勝負,"victory or defeat, match, contest, game, bout",しょうぶ,shōbu,N2
モデル,model,,moderu,N2
縮小,"reduction, curtailment",しゅくしょう,shukushō,N2
皮膚,skin,ひふ,hifu,N2
将棋,Japanese chess,しょうぎ,shōgi,N2
送り仮名,part of word written in kana,おくりがな,okurigana,N2
物凄い,"earth-shattering, staggering, to a very great extent",ものすごい,monosugoi,N2
スクール,school,,sukūru,N2
巡る,to go around,めぐる,meguru,N2
育児,"childcare, nursing, upbringing",いくじ,ikuji,N2
それなのに,,,sorenanoni,N2
盛る,"(1) to serve (food, etc.), (2) to fill up, (3) to prescribe",もる,moru,N2
満点,perfect score,まんてん,manten,N2
顕微鏡,microscope,けんびきょう,kenbikyō,N2
手洗い,"restroom, lavatory, hand-washing",てあらい,tearai,N2
爪,"fingernail or toenail, claw, talon, hoof",つめ,tsume,N2
円周,circumference,えんしゅう,enshū,N2
薬指,ring finger,くすりゆび,kusuriyubi,N2
酸性,acidity,さんせい,sansei,N2
ふわふわ,"light, soft",,fuwafuwa,N2
体制,"order, system, structure, set-up, organization",たいせい,taisei,N2
再来月,month after next,さらいげつ,saraigetsu,N2
単数,singular (number),たんすう,tansū,N2
追い掛ける,"to chase or run after someone, to run down, to pursue",おいかける,oikakeru,N2
いっていらっしゃい,,,itteirasshai,N2
通り掛かる,to happen to pass by,とおりかかる,tōrikakaru,N2
正方形,square,せいほうけい,seihōkei,N2
輸血,blood transfusion,ゆけつ,yuketsu,N2
だます,"to trick, to cheat, to deceive",,damasu,N2
空っぽ,"empty, vacant, hollow",からっぽ,karappo,N2
先々月,month before last,せんせんげつ,sensengetsu,N2
始めに,"to begin with, first of all",はじめに,hajimeni,N2
膨らむ,"to expand, to swell (out), to get big, to become inflated",ふくらむ,fukuramu,N2
ねじ,(a) screw,,neji,N2
小数,"fraction (part of), decimal",しょうすう,shōsū,N2
整う,"to be prepared, to be in order, to be put in order, to be arranged",ととのう,totonō,N2
開通,"opening, open",かいつう,kaitsū,N2
引出す,"to pull out, to take out, to draw out, to withdraw",ひきだす,hikidasu,N2
展開,"develop, expansion (opposite of compression)",てんかい,tenkai,N2
長方形,"rectangle, oblong",ちょうほうけい,chōhōkei,N2
馴れる,"to become domesticated, to become tame",なれる,nareru,N2
有難い,"grateful, thankful, welcome, appreciated, evoking gratitude",ありがたい,arigatai,N2
工芸,industrial arts,こうげい,kōgei,N2
割算,division (math),わりざん,warizan,N2
ごくろうさま,Thank you very much for your....,,gokurōsama,N2
下線,"underline, underscore",かせん,kasen,N2
領事,consul,りょうじ,ryōji,N2
基礎,"foundation, basis",きそ,kiso,N2
中指,middle finger,なかゆび,nakayubi,N2
コンセント,"(1) consent, (2) concentric",,konsento,N2
商業,"commerce, trade, business",しょうぎょう,shōgyō,N2
照る,to shine,てる,teru,N2
ヘリコプター,helicopter,,herikoputā,N2
真っ白,pure white,まっしろ,masshiro,N2
資料,"materials, data",しりょう,shiryō,N2
関東,"eastern half of Japan, including Tokyo",かんとう,kantō,N2
専制,"despotism, autocracy",せんせい,sensei,N2
仮名遣い,"kana orthography, syllabary spelling",かなづかい,kanazukai,N2
驚かす,"to surprise, to frighten, to create a stir",おどろかす,odorokasu,N2
なんとなく,"somehow or other, for some reason or another",,nantonaku,N2
囁く,"to whisper, to murmur",ささやく,sasayaku,N2
蒸発,"evaporation, unexplained disappearance",じょうはつ,jōhatsu,N2
羽根,shuttlecock,はね,hane,N2
澄む,"to clear (e.g. weather), to become transparent",すむ,sumu,N2
冷やす,"to cool, to refrigerate",ひやす,hiyasu,N2
身分,"social position, social status",みぶん,mibun,N2
いちいち,"one by one, separately",,ichiichi,N2
本来,"essentially, naturally, by nature",ほんらい,honrai,N2
嗅ぐ,"to sniff, to smell",かぐ,kagu,N2
宛名,"address, direction",あてな,atena,N2
交替,"alternation, change, relief, relay, shift",こうたい,kōtai,N2
出迎える,"to meet, to greet",でむかえる,demukaeru,N2
形容詞,true adjective,けいようし,keiyōshi,N2
賞品,"prize, trophy",しょうひん,shōhin,N2
ずらす,"to put off, to delay",,zurasu,N2
薬缶,kettle,やかん,yakan,N2
抽象,abstract,ちゅうしょう,chūshō,N2
虹,rainbow,にじ,niji,N2
塩辛い,salty (taste),しおからい,shiokarai,N2
手帳,notebook,てちょう,techō,N2
作製,manufacture,さくせい,sakusei,N2
風船,balloon,ふうせん,fūsen,N2
課程,"course, curriculum",かてい,katei,N2
日の入り,sunset,ひのいり,hinoiri,N2
見送る,"(1) to see off, to farewell, (2) to escort, (3) to let pass",みおくる,miokuru,N2
例外,exception,れいがい,reigai,N2
却って,"on the contrary, rather, all the more, instead",かえって,kaette,N2
休息,"rest, relief, relaxation",きゅうそく,kyūsoku,N2
温泉,"spa, hot spring, onsen",おんせん,onsen,N2
斜め,obliqueness,ななめ,naname,N2
引っ繰り返る,"to be overturned, to be upset, to topple over, to be reversed",ひっくりかえる,hikkurikaeru,N2
各々,"each, every, either, respectively, severally",おのおの,onōno,N2
涼む,"to cool oneself, to cool off, to enjoy evening cool",すずむ,suzumu,N2
外部,"the outside, external",がいぶ,gaibu,N2
金魚,goldfish,きんぎょ,kingyo,N2
御免,"your pardon, declining (something), dismissal, permission",ごめん,gomen,N2
各地,"every place, various places",かくち,kakuchi,N2
ぴたり,,,pitari,N2
農村,"agricultural community, farm village, rural",のうそん,nōson,N2
生ずる,"to cause, to arise, to be generated",しょうずる,shōzuru,N2
すっぱい,"sour, acid",,suppai,N2
破片,"fragment, splinter, broken piece",はへん,hahen,N2
瓦,roof tile,かわら,kawara,N2
接続,"(1) connection, union, join, link, (2) changing trains",せつぞく,setsuzoku,N2
保健,"health preservation, hygiene, sanitation",ほけん,hoken,N2
清む,,すむ,sumu,N2
表紙,"front cover, binding",ひょうし,hyōshi,N2
活躍,activity,かつやく,katsuyaku,N2
防止,"prevention, check",ぼうし,bōshi,N2
流石,"clever, adept, good, expectations, as one would expect",さすが,sasuga,N2
恋しい,"(1) dear, beloved, darling, (2) yearned for",こいしい,koishii,N2
主語,(gram) subject,しゅご,shugo,N2
座敷,tatami room,ざしき,zashiki,N2
火傷,"burn, scald",やけど,yakedo,N2
童話,fairy tale,どうわ,dōwa,N2
通勤,commuting to work,つうきん,tsūkin,N2
引っ込む,"to draw back, to sink, to cave in",ひっこむ,hikkomu,N2
謎謎,"riddle, puzzle, enigma",なぞなぞ,nazonazo,N2
総理大臣,Prime Minister,そうりだいじん,sōridaijin,N2
倣う,"to imitate, to follow, to emulate",ならう,narau,N2
ぶつぶつ,"grumbling, complaining in a small voice",,butsubutsu,N2
転々,,てんてん,tenten,N2
算盤,abacus,そろばん,soroban,N2
学科,"study subject, course of study",がっか,gakka,N2
下駄,"geta (Japanese footwear), wooden clogs",げた,geta,N2
成立,"coming into existence, arrangements, establishment, completion",せいりつ,seiritsu,N2
地味,"plain, simple",じみ,jimi,N2
花火,fireworks,はなび,hanabi,N2
月給,monthly salary,げっきゅう,gekkyū,N2
接する,"to come in contact with, to connect, to attend, to receive",せっする,sessuru,N2
基地,base,きち,kichi,N2
写生,"sketching, drawing from nature",しゃせい,shasei,N2
拡張,"expansion, extension, enlargement, escape (ESC)",かくちょう,kakuchō,N2
マイナス,minus,,mainasu,N2
見掛け,outward appearance,みかけ,mikake,N2
含める,"to include, to instruct, to make one understand",ふくめる,fukumeru,N2
番地,"house number, address",ばんち,banchi,N2
酔っ払い,drunkard,よっぱらい,yopparai,N2
出入口,exit and entrance,でいりぐち,deiriguchi,N2
ショップ,a shop,,shoppu,N2
受け持つ,to take (be in) charge of,うけもつ,ukemotsu,N2
直径,diameter,ちょっけい,chokkei,N2
中身,"contents, interior, substance, filling, (sword) blade",なかみ,nakami,N2
売上,"amount sold, proceeds",うりあげ,uriage,N2
おかけください,,,okakekudasai,N2
締め切る,to shut up,しめきる,shimekiru,N2
堀,"moat, canal",ほり,hori,N2
濃度,"concentration, brightness",のうど,nōdo,N2
流域,(river) basin,りゅういき,ryūiki,N2
複数,"plural, multiple",ふくすう,fukusū,N2
確率,probability,かくりつ,kakuritsu,N2
南極,"south pole, Antarctic",なんきょく,nankyoku,N2
散らす,"to scatter, to disperse, to distribute",ちらす,chirasu,N2
役人,government official,やくにん,yakunin,N2
実例,"example, illustration",じつれい,jitsurei,N2
果して,"as was expected, really",はたして,hatashite,N2
力強い,"reassuring, emboldened",ちからづよい,chikarazuyoi,N2
真似る,"to mimic, to imitate",まねる,maneru,N2
火山,volcano,かざん,kazan,N2
蒸気,"steam, vapour",じょうき,jōki,N2
恨み,resentment,うらみ,urami,N2
半径,radius,はんけい,hankei,N2
回り道,detour,まわりみち,mawarimichi,N2
峠,"ridge, (mountain) pass, difficult part",とうげ,tōge,N2
ええと,"let me see, well, er....",,eeto,N2
平野,"plain, open field",へいや,heiya,N2
捩る,to twist,ねじる,nejiru,N2
元々,"originally, by nature, from the start",もともと,motomoto,N2
フライパン,"fry pan, frying pan",,furaipan,N2
散らかす,"to scatter around, to leave untidy",ちらかす,chirakasu,N2
重たい,"heavy, massive, serious",おもたい,omotai,N2
予備,"preparation, preliminaries, reserve, spare",よび,yobi,N2
社会科学,social science,しゃかいかがく,shakaikagaku,N2
在る,"to live, to be",ある,aru,N2
シリーズ,series,,shirīzu,N2
相互,"mutual, reciprocal",そうご,sōgo,N2
呼び出す,"to summon, to call (e.g. phone)",よびだす,yobidasu,N2
かゆい,"itchy, itching",,kayui,N2
ストップ,stop,,sutoppu,N2
強化,"strengthen, intensify, reinforce, solidify",きょうか,kyōka,N2
職人,"worker, mechanic, artisan, craftsman",しょくにん,shokunin,N2
シーツ,sheet,,shītsu,N2
激増,sudden increase,げきぞう,gekizō,N2
役目,"duty, business",やくめ,yakume,N2
砕く,"to break, to smash",くだく,kudaku,N2
伯父さん,"middle-aged gentleman, uncle",おじさん,ojisan,N2
言い出す,"to start talking, to speak, to tell, to propose, to suggest, to break the ice",いいだす,iidasu,N2
上り,"up-train (going to Tokyo), ascent",のぼり,nobori,N2
纏まる,"to be collected, to be settled, to be in order",まとまる,matomaru,N2
明き,"room, time to spare, emptiness",あき,aki,N2
竹,"bamboo, middle (of a three-tier ranking system)",たけ,take,N2
